skill_name,references
"fluid mechanics",3
"solid mechanics",1
"heat transfer",1
"mass transfer",2
"modelling output",2
"statistical inference",2
"pro-active",1
"executing trials",2
"measuring product attributes",2
"understanding consumer preferences",2
"literature searches",2
"sample shipment",2
"laboratory analysis",3
"virtual development",2
"flavour & seasoning",2
"global process engineering",2
"physics-based modelling",4
"evaluation projects",2
"providing insights",2
"bench scale",2
"pilot scale",2
"processing technologies",2
"discrete element modelling (dem)",2
"statistical tools",2
"process engineering",5
"modelling & simulation",2
"powder technology",1
"technical curiosity",2
"r&d environment",2
"manufacturing excellence",2
"digital improvement",1
"business studies",5
"challenging accepted ways",4
"analytical solutions",3
"data solutions",4
"process documentation",5
"data capability program",2
"system improvements",1
"contribution to department objectives",1
"productivity improvement",6
"operations management",6
"numerical analysis",5
"stress management",5
"stock monitoring",1
"analysis reporting",1
"participation in masterclasses",1
"business overview presentations",1
"structured classroom seminars",1
"internal training",1
"infrastructure support",2
"complex modelling software development",1
"perl",1
"javascript",6
"spring",1
"maven",1
"camel",1
"wpf",1
"node",1
"financial products",1
"risk management techniques",1
"live trade analysis",1
"intermediary skills",1
"understanding software modifications",1
"stakeholder agreement",1
"domain language proficiency",1
"bespoke software",1
"ecosystem development",1
"competitive advantage",1
"real-time risk measures",1
"calculation and execution of payments",1
"designing solutions",1
"implementing solutions",1
"deploying solutions",1
"coding skills",5
"diagnosing issues",1
"remediating issues",1
"investigating complex system flows",1
"working in a fast-paced environment",1
"technology knowledge",1
"continuous learning",6
"cloud computing",6
"automated toolchain",1
"testing processes",3
"cloud technology",1
"systems monitoring",2
"orchestration",1
"enterprise it platforms",1
"storage",1
"servers",1
"virtualisation",2
"networks",4
"database",1
"incident management",6
"release management",5
"disaster recovery",1
"capacity management",1
"application support",3
"digital product design",2
"digital graphic design",1
"ux interaction design",1
"multi-modal ux/ui design",1
"creative viewpoints",1
"product experience",1
"sales materials",1
"consumables",1
"connected apps",1
"end of life",1
"graphical design",1
"visualization techniques",1
"adobe after effects",2
"adobe illustrator",4
"figma",2
"integration of newly developed flavours",1
"building fundamental product knowledge",1
"partnership development",2
"social wellbeing",1
"emotional wellbeing",1
"physical wellbeing",3
"financial wellbeing",5
"biomedical science",5
"consumer insight",5
"impact evaluation",1
"scientific insights",1
"foresight",1
"engineering disciplines",3
"study protocol design",1
"innovation identification",1
"pilot study execution",1
"external collaboration",1
"scientific study design",2
"insight production",1
"cross functional collaboration",1
"departmental collaboration",1
"research activities participation",1
"scientific testing",1
"conducting scientific studies",1
"critical review",1
"data review",3
"outcome-focused analysis",1
"fast-paced environment adaptability",2
"biosciences",1
"scientific advocacy",1
"tobacco harm reduction (thr)",1
"external scientific narrative",1
"smokeless products",1
"regulatory science",1
"scientific content development",1
"engagement activities coordination",1
"tracking and summarising scientific information",1
"scientific storytelling",1
"drafting",2
"reviewing",1
"formatting",1
"internal communication",6
"external engagement",2
"tobacco harm reduction knowledge",1
"preparation of materials",1
"content management",6
"platform maintenance",1
"accessibility standards",1
"logistical planning",5
"abstract submission",1
"presentation support",1
"literature review",2
"data gathering",6
"scientific narrative development",1
"evidence-based writing",1
"multimedia storytelling",1
"environmental sciences",5
"research and development",5
"sustainable materials",2
"designing for end of life",1
"circular economy",1
"life cycle analysis",1
"environmental impact mapping",1
"eco design",1
"circularity",1
"carbon reduction",2
"corporate sustainability targets",1
"database development",2
"participation in research activities",1
"key performance metrics",1
"design support",1
"alternative materials",1
"lower carbon initiatives",1
"environmental knowledge",1
"sustainability knowledge",4
"toxicology approaches",1
"vapour products",1
"heated products",1
"oral products",1
"product risk assessment",1
"optimization opportunities",2
"chemistry studies",1
"risk assessment processes",1
"ingredient and material risk assessments",1
"risk assessment processes optimization",1
"study design",3
"applied risk assessment",1
"application of science in industry",1
"motivation to learn",1
"design of experiment",1
"bookkeeping",1
"systems implementation",1
"candor",4
"kindness",5
"accounting services",1
"financial accuracy",1
"client interaction",2
"stock counting",3
"financial statement analysis",3
"internal controls review",5
"money management",3
"technology utilization",3
"anomaly detection",6
"professional judgement",5
"expertise development",3
"questioning techniques",1
"mindset management",3
"literature research",1
"statistical evaluation",1
"technical review preparation",1
"general laboratory skills",1
"investigating science from first principles",1
"critical evaluation of data",1
"writing scientific reports",1
"tax analysis",2
"compliance knowledge",1
"client navigation",1
"business understanding",5
"uk tax laws",1
"international tax laws",1
"tax regulations",1
"direct tax issues",1
"indirect tax issues",1
"operational tax issues",1
"bespoke advice",1
"tax technical expertise",1
"sector knowledge",1
"market knowledge",1
"tax compliance",5
"operational planning",4
"legal structure planning",1
"tax claims assessment",1
"structured training",5
"questioning",3
"self-leadership",5
"electronics engineering",4
"electrical efficiency",1
"power train control",1
"high power motor inverters",1
"battery management systems",1
"dcdc converters",1
"sensor integration",1
"performance investigation",1
"collaboration with mechanical team",1
"thermal packaging",1
"volumetric packaging",1
"chartered status",4
"production processes",6
"logistics",6
"cross-cultural teamwork",1
"spanish",1
"french",1
"german",5
"learning solutions development",1
"digital teaching methods",1
"practical training delivery",1
"google suite",1
"business administration",2
"stem subjects",5
"technical team environment",1
"self-development",5
"bpss (baseline personnel security standard)",6
"uk sc-level security clearance",6
"export control",6
"compliance awareness",6
"military regulatory publications (mrp) part m, subpart g",1
"a400m aircraft systems",1
"technical documentation assessment",1
"modification management",1
"damage and repair management",1
"configuration management",5
"fleet reliability assessment",1
"maintenance planning",2
"work pack management",1
"aerospace engineering",6
"uk driving licence",6
"car ownership",2
"bpss (baseline personnel security standard) check",6
"facility development",2
"design specifications",5
"customer handover",1
"tools",1
"construction monitoring",1
"technical compliance",1
"health and safety (h&s) compliance",2
"digital project management tools",1
"building services design",1
"capital investment business cases",1
"customer focus",6
"creative problem solving",5
"machinist",1
"toolmaker",1
"measurement specialist",1
"joiner",1
"welder",1
"electrician",1
"specialist machines",1
"latest technology",2
"people skills",6
"airbus philosophy",1
"tooling",2
"metrology",1
"comprehensive knowledge of airbus variants",2
"safety management",6
"people management",4
"long-term strategic planning",1
"technology introduction",1
"shadowing opportunities",1
"data studio",1
"kpi development",3
